event_date,source,source_id,source_detail,actors,nearest_corpus_event,days_to_corpus
1987-01-05,icb,371,SINO/VIETNAM BORDER 1987-01-05..1987-01-10 viol 3.0,710;816,iraq_kharg_1986,146
1987-01-27,mid,2740,dispute 2740 IRN-USA 1987-01-27..1988-07-03 hihost 4,2;630,iraq_kharg_1986,168
1987-01-28,icb,372,PUNJAB WAR SCARE II 1987-01-28..1987-02-19 viol 1.0,750;770,iraq_kharg_1986,169
1987-02-12,icb,373,TODGHERE INCIDENT 1987-02-12..1987-04-28 viol 3.0,520,earnest_will_1987,160
1987-02-15,icb,374,SYRIAN INT./LEBANON 1987-02-15..1987-04-06 viol 3.0,652,earnest_will_1987,157
1987-02-25,icb,375,SAND WALL 1987-02-25..1987-05-04 viol 3.0,435;600;615,earnest_will_1987,147
1987-03-01,icb,376,AEGEAN SEA III 1987-03-01..1987-03-28 viol 1.0,350;640,earnest_will_1987,143
1987-04-21,mid,2826,dispute 2826 IRN-RUS 1987-04-21..1987-11-02 hihost 4,365;630,earnest_will_1987,92
1987-05-02,icb,377,CAMEROON/NIGERIA II 1987-05-02..1987-09-26 viol 1.0,475,earnest_will_1987,81
1987-05-11,mid,2797,dispute 2797 IRN-KUW 1987-05-11..1988-05-20 hihost 4,630;690,earnest_will_1987,72
1987-05-17,mid,2739,dispute 2739 IRQ-USA 1987-05-17..1987-05-18 hihost 4,2;645,earnest_will_1987,66
1987-05-22,mid,2796,dispute 2796 IRN-QAT 1987-05-22..1987-05-22 hihost 4,630;694,earnest_will_1987,61
1987-06-01,mid,2799,dispute 2799 IRN-TUR 1987-06-01..1988-03-27 hihost 4,630;640,earnest_will_1987,51
1987-06-03,icb,378,INDIA INT./SRI LANKA 1987-06-03..1987-07-28 viol 1.0,750;780,earnest_will_1987,49
1987-06-08,mid,2782,dispute 2782 CHN-TAW 1987-06-08..1987-09-28 hihost 4,710;713,earnest_will_1987,44
1987-06-28,mid,2823,dispute 2823 FRN-IRN 1987-06-28..1988-01-20 hihost 4,220;630,earnest_will_1987,24
1987-07-28,icb,379,MECCA PILGRIMAGE 1987-07-28..1987-10-01 viol 3.0,630;670,bridgeton_mine_strike_1987,4
1987-07-28,mid,2786,dispute 2786 IRQ-SYR 1987-07-28..1987-07-28 hihost 4,645;652,bridgeton_mine_strike_1987,4
1987-08-02,mid,2798,dispute 2798 IRN-SAU 1987-08-02..1988-04-24 hihost 4,630;670,bridgeton_mine_strike_1987,9
1987-08-08,ucdp,788,"dyad 788 Government of Chad vs Government of Libya (Chad, Libya) onset 1987-08-08 intensity 2",483;620,bridgeton_mine_strike_1987,15
1987-08-13,mid,2812,dispute 2812 COL-VEN 1987-08-13..1987-09-05 hihost 4,100;101,bridgeton_mine_strike_1987,20
1987-08-21,mid,2788,dispute 2788 IRQ-TUR 1987-08-21..1987-09-23 hihost 4,640;645,bridgeton_mine_strike_1987,28
1987-09-24,mid,2741,dispute 2741 PAN-USA 1987-09-24..1988-04-08 hihost 4,2;95,bridgeton_mine_strike_1987,62
1987-10-03,icb,380,S. AFRICA INTERVENTION IN ANGOLA 1987-10-03..1988-08-22 viol 3.0,540;560,bridgeton_mine_strike_1987,71
1987-10-05,mid,3638,dispute 3638 CHN-DRV 1987-10-05..1987-10-05 hihost 4,710;816,bridgeton_mine_strike_1987,73
1987-10-11,mid,2783,dispute 2783 OMA-YAR 1987-10-11..1987-10-11 hihost 4,678;698,bridgeton_mine_strike_1987,79
1988-02-12,mid,2774,dispute 2774 IRQ-USA 1988-02-12..1988-02-12 hihost 4,2;645,praying_mantis_1988,66
1988-02-20,mid,2749,dispute 2749 CHN-DRV 1988-02-20..1988-03-16 hihost 4,710;816,praying_mantis_1988,58
1988-03-14,icb,384,SPRATLY ISLANDS 1988-03-14..1988-04-28 viol 3.0,710;816,praying_mantis_1988,35
1988-04-14,mid,2773,dispute 2773 CAN-FRN 1988-04-14..1988-05-06 hihost 4,20;220,praying_mantis_1988,4
1988-04-28,mid,2750,dispute 2750 CHN-TAW 1988-04-28..1988-12-09 hihost 4,710;713,praying_mantis_1988,10
1988-05-14,mid,2767,dispute 2767 IRQ-UKG 1988-05-14..1988-05-14 hihost 4,200;645,praying_mantis_1988,26
1988-08-16,mid,2768,dispute 2768 COL-VEN 1988-08-16..1988-08-16 hihost 4,100;101,iran_iraq_ceasefire_1988,4
1988-12-21,icb,386,LIBYAN JETS 1988-12-21..1989-01-12 viol 2.0,2;620,iran_iraq_ceasefire_1988,123
1988-12-28,mid,2775,dispute 2775 LIB-USA 1988-12-28..1989-01-04 hihost 4,2;620,iran_iraq_ceasefire_1988,130
1989-01-08,ucdp,558,dyad 558 Government of Ethiopia vs EPRDF (Ethiopia) onset 1989-01-08 intensity 2,530,iran_iraq_ceasefire_1988,141
1989-01-12,mid,3901,dispute 3901 PAN-USA 1989-01-12..1989-12-22 hihost 4,2;95,iran_iraq_ceasefire_1988,145
1989-02-17,mid,3914,dispute 3914 IRN-IRQ 1989-02-17..1989-03-13 hihost 4,630;645,iran_iraq_ceasefire_1988,181
1989-03-14,ucdp,532,dyad 532 Government of Lebanon vs Forces of Michel Aoun (Lebanon) onset 1989-03-14 intensity 1,660,iran_iraq_ceasefire_1988,206
1989-03-16,ucdp,884,dyad 884 Government of India vs ABSU (India) onset 1989-03-16 intensity 1,750,iran_iraq_ceasefire_1988,208
1989-05-08,ucdp,533,dyad 533 Government of Lebanon vs Lebanese Forces (Lebanon) onset 1989-05-08 intensity 1,660,iran_iraq_ceasefire_1988,261
1989-05-20,ucdp,559,dyad 559 Government of Ethiopia vs Military faction (forces of Amsha Desta and Merid Negusie) (Ethiopia) onset 1989-05-20 intensity 1,530,iran_iraq_ceasefire_1988,273
1989-06-03,mid,3915,dispute 3915 EGY-ISR 1989-06-03..1989-06-03 hihost 4,651;666,iran_iraq_ceasefire_1988,287
1989-07-31,ucdp,745,dyad 745 Government of Somalia vs SPM (Somalia) onset 1989-07-31 intensity 1,520,iran_iraq_ceasefire_1988,345
1989-09-02,ucdp,475,dyad 475 Government of Israel vs PFLP-GC (Israel) onset 1989-09-02 intensity 1,666,iraq_invades_kuwait_1990,334
1989-09-09,ucdp,474,dyad 474 Government of Israel vs PFLP (Israel) onset 1989-09-09 intensity 1,666,iraq_invades_kuwait_1990,327
1989-10-03,ucdp,795,dyad 795 Government of Panama vs Military faction (forces of Moisés Giroldi)  (Panama) onset 1989-10-03 intensity 1,95,iraq_invades_kuwait_1990,303
1989-10-21,mid,3922,dispute 3922 SYR-TUR 1989-10-21..1989-10-21 hihost 4,640;652,iraq_invades_kuwait_1990,285
1989-10-25,mid,3921,dispute 3921 IRN-IRQ 1989-10-25..1989-10-25 hihost 4,630;645,iraq_invades_kuwait_1990,281
1989-12-15,icb,391,INVASION OF PANAMA 1989-12-15..1990-01-03 viol 3.0,2;95,iraq_invades_kuwait_1990,230
1989-12-22,ucdp,798,dyad 798 Government of Romania vs NSF (Romania) onset 1989-12-22 intensity 1,360,iraq_invades_kuwait_1990,223
1989-12-23,ucdp,796,"dyad 796 Government of Panama vs Government of United States of America (Panama, United States of America) onset 1989-12-23 intensity 1",2;95,iraq_invades_kuwait_1990,222
1989-12-24,ucdp,14471,dyad 14471 Government of Romania vs Military faction (forces of Nicolae Ceausescu) (Romania) onset 1989-12-24 intensity 1,360,iraq_invades_kuwait_1990,221
1990-01-14,icb,392,KASHMIR III-NUCLEAR 1990-01-14..1990-06-28 viol 3.0,750;770,iraq_invades_kuwait_1990,200
1990-01-23,ucdp,808,dyad 808 Government of Russia (Soviet Union) vs APF (Russia (Soviet Union)) onset 1990-01-23 intensity 1,365,iraq_invades_kuwait_1990,191
1990-02-11,mid,3959,dispute 3959 IND-PAK 1990-02-11..1990-12-22 hihost 4,750;770,iraq_invades_kuwait_1990,172
1990-02-12,ucdp,792,dyad 792 Government of India vs Kashmir insurgents (India) onset 1990-02-12 intensity 1,750,iraq_invades_kuwait_1990,171
1990-04-02,mid,3956,dispute 3956 IRQ-ISR 1990-04-02..1991-02-28 hihost 4,645;666,iraq_invades_kuwait_1990,122
1990-05-28,mid,3957,dispute 3957 BAH-CAN-EGY-FRN-IRQ-KUW-OMA-QAT-SAU-SYR-UAE-UKG-USA 1990-05-28..1991-03-03 hihost 5,2;20;160;200;210;211;220;230;255;325;350;433;436;451;600;640;645;651;652;663;670;690;692;694;696;698;770;771;900,iraq_invades_kuwait_1990,66
1990-06-06,ucdp,794,dyad 794 Government of Indonesia vs GAM (Indonesia) onset 1990-06-06 intensity 1,850,iraq_invades_kuwait_1990,57
1990-07-10,ucdp,891,dyad 891 Government of Israel vs Hezbollah (Israel) onset 1990-07-10 intensity 1,666,iraq_invades_kuwait_1990,23
1990-08-13,gpr,19900813,"GPRD 343.1 > p99 337.84 (1987+, n 14489)",,iraq_un_661_embargo_1990,7
1990-08-22,gpr,19900822,"GPRD 344.5 > p99 337.84 (1987+, n 14489)",,iraq_un_661_embargo_1990,16
1990-08-31,ucdp,807,dyad 807 Government of Russia (Soviet Union) vs Republic of Armenia (Russia (Soviet Union)) onset 1990-08-31 intensity 1,365,iraq_un_661_embargo_1990,25
1990-11-18,ucdp,746,dyad 746 Government of Somalia vs USC/SSA (Somalia) onset 1990-11-18 intensity 2,520,desert_storm_air_campaign_1991,60
1990-11-30,ucdp,793,dyad 793 Government of India vs ULFA (India) onset 1990-11-30 intensity 1,750,desert_storm_air_campaign_1991,48
1990-12-30,ucdp,476,dyad 476 Government of Israel vs Fatah (Israel) onset 1990-12-30 intensity 1,666,desert_storm_air_campaign_1991,18
1991-01-08,gpr,19910108,"GPRD 364.6 > p99 337.84 (1987+, n 14489)",,desert_storm_air_campaign_1991,9
1991-01-11,gpr,19910111,"GPRD 376.2 > p99 337.84 (1987+, n 14489)",,desert_storm_air_campaign_1991,6
1991-01-21,gpr,19910121,"GPRD 461.0 > p99 337.84 (1987+, n 14489)",,desert_storm_air_campaign_1991,4
1991-01-28,gpr,19910128,"GPRD 338.7 > p99 337.84 (1987+, n 14489)",,desert_storm_air_campaign_1991,11
1991-02-05,gpr,19910205,"GPRD 388.5 > p99 337.84 (1987+, n 14489)",,kuwait_oil_fires_1991,17
1991-02-08,gpr,19910208,"GPRD 362.5 > p99 337.84 (1987+, n 14489)",,kuwait_oil_fires_1991,14
1991-02-11,gpr,19910211,"GPRD 355.5 > p99 337.84 (1987+, n 14489)",,kuwait_oil_fires_1991,11
1991-02-18,gpr,19910218,"GPRD 367.3 > p99 337.84 (1987+, n 14489)",,kuwait_oil_fires_1991,4
1991-03-15,mid,3974,dispute 3974 FRN-IRQ-UKG-USA 1991-03-15..1991-12-28 hihost 4,2;200;220;645,kuwait_oil_fires_1991,21
1991-05-01,mid,3985,dispute 3985 IND-PAK 1991-05-01..1991-09-02 hihost 4,750;770,kuwait_oil_fires_1991,68
1991-05-21,mid,3973,dispute 3973 IRN-USA 1991-05-21..1991-05-21 hihost 4,2;630,kuwait_oil_fires_1991,88
1991-06-02,ucdp,12104,dyad 12104 Government of Ethiopia vs Forces of Harar garrison (Ethiopia) onset 1991-06-02 intensity 1,530,kuwait_oil_fires_1991,100
1991-07-13,ucdp,822,dyad 822 Government of Turkey vs DHKP-C (Turkey) onset 1991-07-13 intensity 1,640,kuwait_oil_fires_1991,141
1991-07-16,ucdp,451,dyad 451 Government of India vs PWG (India) onset 1991-07-16 intensity 1,750,kuwait_oil_fires_1991,144
1991-07-28,mid,3972,dispute 3972 CAN-USA 1991-07-28..1991-07-28 hihost 4,2;20,kuwait_oil_fires_1991,156
1991-08-05,mid,3980,dispute 3980 IRQ-TUR 1991-08-05..1991-10-27 hihost 4,640;645,kuwait_oil_fires_1991,164
1991-08-07,mid,3982,dispute 3982 IRQ-KUW 1991-08-07..1991-08-28 hihost 4,645;690,kuwait_oil_fires_1991,166
1991-08-28,icb,398,BUBIYAN 1991-08-28..1991-08-28 viol 2.0,690,kuwait_oil_fires_1991,187
1991-09-07,ucdp,747,dyad 747 Government of Somalia vs USC/SNA (Somalia) onset 1991-09-07 intensity 2,520,kuwait_oil_fires_1991,197
1991-09-23,icb,399,FOREIGN INTERV.-ZAIRE 1991-09-23..1991-11-04 viol 3.0,211;220;490,kuwait_oil_fires_1991,213
1991-10-06,icb,400,ECUADOR/PERUBDR. IV 1991-10-06..1991-10-15 viol 1.0,130;135,kuwait_oil_fires_1991,226
1991-10-10,ucdp,10006,dyad 10006 Government of Ethiopia vs IGLF (Ethiopia) onset 1991-10-10 intensity 1,530,kuwait_oil_fires_1991,230
1991-11-13,ucdp,810,dyad 810 Government of Djibouti vs FRUD (Djibouti) onset 1991-11-13 intensity 1,522,kuwait_oil_fires_1991,264
1991-12-09,ucdp,827,dyad 827 Government of Algeria vs Takfir wa'l Hijra (Algeria) onset 1991-12-09 intensity 1,615,kuwait_oil_fires_1991,290
1991-12-31,ucdp,831,dyad 831 Government of Angola vs FLEC-R (Angola) onset 1991-12-31 intensity 1,540,kuwait_oil_fires_1991,312
1992-01-28,icb,402,EGYPT/SUDAN BDR. II 1992-01-28..1992-06-28 viol 2.0,625;651,kuwait_oil_fires_1991,340
1992-02-04,ucdp,575,dyad 575 Government of Venezuela vs Military faction (forces of Hugo Chávez)  (Venezuela) onset 1992-02-04 intensity 1,101,kuwait_oil_fires_1991,347
1992-03-10,ucdp,828,dyad 828 Government of Algeria vs AIS (Algeria) onset 1992-03-10 intensity 1,615,kuwait_oil_fires_1991,382
1992-04-05,mid,3566,dispute 3566 IRN-IRQ 1992-04-05..1992-09-08 hihost 4,630;645,kuwait_oil_fires_1991,408
1992-04-24,mid,3550,dispute 3550 PER-USA 1992-04-24..1992-04-24 hihost 4,2;135,kuwait_oil_fires_1991,427
1992-06-13,mid,3561,dispute 3561 GRG-RUS 1992-06-13..1993-10-26 hihost 4,365;372,kuwait_oil_fires_1991,477
1992-07-14,mid,3559,dispute 3559 RUS-UKR 1992-07-14..1992-07-14 hihost 4,365;369,kuwait_oil_fires_1991,508
1992-07-16,mid,3551,dispute 3551 FRN-GMY-UKG-USA-YUG 1992-07-16..1996-10-02 hihost 4,2;20;200;210;211;220;230;235;255;325;345;350;360;390;640,kuwait_oil_fires_1991,510
1992-07-26,mid,3552,dispute 3552 FRN-IRQ-KUW-SAU-UKG-USA 1992-07-26..1993-12-23 hihost 4,2;200;220;365;645;670;690,kuwait_oil_fires_1991,520
1992-08-05,ucdp,508,dyad 508 Government of India vs NSCN-IM (India) onset 1992-08-05 intensity 1,750,kuwait_oil_fires_1991,530
1992-08-18,icb,406,IRAQ NO-FLY ZONE 1992-08-18..1992-09-08 viol 1.0,645,kuwait_oil_fires_1991,543
1992-09-28,mid,3569,dispute 3569 QAT-SAU 1992-09-28..1992-10-23 hihost 4,670;694,kuwait_oil_fires_1991,584
1992-10-07,mid,3568,dispute 3568 IRQ-KUW 1992-10-07..1994-01-02 hihost 4,2;200;220;645;690,kuwait_oil_fires_1991,593
1992-10-12,ucdp,739,dyad 739 Government of India vs ATTF (India) onset 1992-10-12 intensity 1,750,kuwait_oil_fires_1991,598
1992-12-31,ucdp,832,dyad 832 Government of Angola vs FLEC-FAC (Angola) onset 1992-12-31 intensity 1,540,kuwait_oil_fires_1991,678
1993-02-01,mid,3564,dispute 3564 AZE-RUS-TUR 1993-02-01..1993-09-07 hihost 4,365;371;373;630;640,kuwait_oil_fires_1991,710
1993-03-03,mid,4054,dispute 4054 AFG-RUS 1993-03-03..1994-02-21 hihost 4,365;700;701;702;703;704;705,kuwait_oil_fires_1991,740
1993-03-10,mid,4286,dispute 4286 EGY-SUD 1993-03-10..1993-03-28 hihost 4,625;651,kuwait_oil_fires_1991,747
1993-03-10,ucdp,838,dyad 838 Government of Egypt vs al-Gama'a al-Islamiyya (Egypt) onset 1993-03-10 intensity 1,651,kuwait_oil_fires_1991,747
1993-03-13,mid,4072,dispute 4072 IRN-IRQ 1993-03-13..1993-07-25 hihost 4,630;645,kuwait_oil_fires_1991,750
1993-03-28,icb,408,N. KOREA NUCLEAR I 1993-03-28..1994-10-21 viol 1.0,2;731;732,iraq_un_986_ofp_1995,747
1993-04-06,mid,4182,dispute 4182 ISR-LEB-SYR 1993-04-06..2006-09-08 hihost 4,652;660;666,iraq_un_986_ofp_1995,738
1993-06-09,mid,4052,dispute 4052 CHN-RUS 1993-06-09..1993-06-12 hihost 4,365;710,iraq_un_986_ofp_1995,674
1993-06-26,mid,4299,dispute 4299 IRQ-USA 1993-06-26..1993-06-28 hihost 4,2;645,iraq_un_986_ofp_1995,657
1993-07-01,ucdp,477,dyad 477 Government of Israel vs Hamas (Israel) onset 1993-07-01 intensity 1,666,iraq_un_986_ofp_1995,652
1993-07-10,icb,409,OPTN. ACCOUNTABILITY 1993-07-10..1993-07-28 viol 2.0,660;666,iraq_un_986_ofp_1995,643
1993-09-17,mid,4007,dispute 4007 IND-PAK 1993-09-17..1999-07-17 hihost 5,750;770,iraq_un_986_ofp_1995,574
1993-10-03,ucdp,849,dyad 849 Government of Russia (Soviet Union) vs Parliamentary Forces (Russia (Soviet Union)) onset 1993-10-03 intensity 1,365,iraq_un_986_ofp_1995,558
1993-10-13,ucdp,718,dyad 718 Government of Ethiopia vs AIAI (Ethiopia) onset 1993-10-13 intensity 1,530,iraq_un_986_ofp_1995,548
1993-11-26,mid,4042,dispute 4042 JPN-RUS 1993-11-26..1995-09-28 hihost 4,365;740,iraq_un_986_ofp_1995,504
1993-12-28,icb,410,CAMEROON/NIGERIA III 1993-12-28..1994-11-28 viol 3.0,471;475,iraq_un_986_ofp_1995,472
1993-12-31,ucdp,769,dyad 769 Government of India vs UNLF (India) onset 1993-12-31 intensity 1,750,iraq_un_986_ofp_1995,469
1993-12-31,ucdp,829,dyad 829 Government of Algeria vs GIA (Algeria) onset 1993-12-31 intensity 1,615,iraq_un_986_ofp_1995,469
1994-01-01,ucdp,850,dyad 850 Government of Mexico vs EZLN (Mexico) onset 1994-01-01 intensity 1,70,iraq_un_986_ofp_1995,468
1994-01-07,mid,4219,dispute 4219 COL-VEN 1994-01-07..1994-01-09 hihost 4,100;101,iraq_un_986_ofp_1995,462
1994-02-26,ucdp,719,dyad 719 Government of Ethiopia vs ONLF (Ethiopia) onset 1994-02-26 intensity 1,530,iraq_un_986_ofp_1995,412
